user,khs23h,cpu_eff,corehours,power [kWh],co2 [kg]
ilc,0.09464755555555554,1.1925693919429745,0.005143888888888889,0.023661888888888885,0.008589265666666665
production,3.268167111111111,1.0164648183365028,0.17761777777777776,0.8170417777777778,0.2965861653333333
